BVGM#,Label,Game Title,Piece Title,Composer(s),Platform,Year of release,YouTube URL
494,VGM #0494,Super Mario Galaxy,Rosalina in the Observatory 3,Koji Kondo,Wii,2007,https://www.youtube.com/watch?v=KKFdy1tTIpU
495,VGM #0495,World of Warcraft: The Burning Crusade,Exodar,Derek Duke,PC,2007,https://www.youtube.com/watch?v=TuInCEyJBpA
496,VGM #0496,Fire Emblem: Path of Radiance,Greil Mercenaries,Yoshito Hirano,GameCube,2005,https://www.youtube.com/watch?v=aJCH7lfiJf0
497,VGM #0497,Dark Souls III,Epilogue,Yuka Kitamura,"PS4, Xbox One, PC",2016,https://www.youtube.com/watch?v=TVXPLPtGH4Q
498,VGM #0498,13 Sentinels: Aegis Rim,-{EDGE OF THE FUTURE},Hitoshi Sakimoto,"PS4, Switch",2019,https://www.youtube.com/watch?v=nueB6EkNNbM
499,VGM #0499,Super Smash Bros.,Staff Roll,Hirokazu Ando,N64,1999,https://www.youtube.com/watch?v=tvfRQENUzhA
500,VGM #0500,Rogue Legacy,Narwhal (Tower),Gordon McGladdery (A Shell in the Pit),"PC, PS3, PS4, Xbox One, Switch",2013,https://www.youtube.com/watch?v=sW3aNjh_6TU
501,VGM #0501,A Plague Tale: Requiem,A Plague Tale Requiem,Olivier Derivière,"PS5, PC, Xbox S/X, Switch",2022,https://www.youtube.com/watch?v=RDmeYCHz-S4
502,VGM #0502,Pokémon HeartGold / SoulSilver,Cherrygrove City,Junichi Masuda,DS,2009,https://www.youtube.com/watch?v=-EZu55F8gbE
503,VGM #0503,League of Legends,"Hwei, the Visionary",Ben Hicks,PC,2023,https://www.youtube.com/watch?v=DP8-kKqXDyE
504,VGM #0504,Donkey Kong Country,Life in the Mines,David Wise,SNES,1994,https://www.youtube.com/watch?v=fUZDxv6tsoQ
505,VGM #0505,Lovers in a Dangerous Spacetime,Launch Into Deep Space,Ryan Henwood,PC,2015,https://www.youtube.com/watch?v=HSxv2UxSj-Q
506,VGM #0506,Tekken 6,Yodeling in Meadow Hill (Hidden Retreat),Keiichi Okabe,"Arcade, PS3, Xbox 360, PSP, 3DS",2008,https://www.youtube.com/watch?v=hAZFpUygMkQ
507,VGM #0507,Splatoon 2: Octo Expansion,#14 crush,Ryo Nagamatsu,Switch,2018,https://www.youtube.com/watch?v=HLbFyr90YKY
508,VGM #0508,Minecraft,Mice on Venus,C418,"PC, Mobile, Xbox 360, Xbox One, PS3, PS4, Wii U, Switch",2011,https://www.youtube.com/watch?v=frZiGGhqRyU
509,VGM #0509,Cladun: This is an RPG,The Explosion,Yoh Ohyama,PSP,2010,https://www.youtube.com/watch?v=mJYMR-64Ih4
510,VGM #0510,Super Hexagon,Focus,Chipzel,"PC, Mobile",2012,https://www.youtube.com/watch?v=hKQwvjZ4S2k
511,VGM #0511,Super Mario Odyssey,Peronza Plaza,Shiho Fujii,Switch,2017,https://www.youtube.com/watch?v=i03ju9c4ehc
512,VGM #0512,30XX,Hollows (Echocave),Cityfires,"PC, Switch",2023,https://www.youtube.com/watch?v=emLTZ7oXvOQ
513,VGM #0513,Animal Crossing: New Leaf,Town Tree,"Kazumi Totaka, Manaka Kataoka and Atsuko Asahi",3DS,2012,https://www.youtube.com/watch?v=d6pHPwZUVcA
514,VGM #0514,Mega Man 3,Dr.Wily Stage 2,"Yasuaki Fujita, Harumi Fujita",NES,1990,https://www.youtube.com/watch?v=pwgkbcSRAKI
515,,,,,,,
516,VGM #0516,Fire Emblem Fates,Far Dawn (Storm),Rei Kondoh,3DS,2016,https://www.youtube.com/watch?v=0AcwF-YRMUU
517,VGM #0517,Full Metal Furies,Elis,Gordon McGladdery (A Shell in the Pit),"PC, Switch",2018,https://www.youtube.com/watch?v=H9tF4IVYQb0
518,VGM #0518,L.O.L.: Lack of Love,Transformation,Ryuichi Sakamoto,Dreamcast,2000,https://www.youtube.com/watch?v=9PxhoSAFt-w
519,VGM #0519,The Wolf Among Us,Little Mermaid,Jared Emerson-Johnson,"PC, PS3, X360, Mobile",2013,https://www.youtube.com/watch?v=znpqpRskLRw
520,VGM #0520,Pyre,Path to Glory,Darren Korb,"PC, PS4",2017,https://www.youtube.com/watch?v=O8kujf4NoEA
521,VGM #0521,Golden Sun: Dark Dawn,Passaj (Forgeless),Motoi Sakuraba,DS,2010,https://www.youtube.com/watch?v=Rmzvm4K2eD4
522,VGM #0522,The Legend of Zelda: The Wind Waker HD,Windfall Island,"Kenta Nagata, Hajime Wakai, Toru Minegishi and Koji Kondo",Wii U,2013,https://www.youtube.com/watch?v=1-MmDzyjMus
523,VGM #0523,A Hat in Time,The Windmill Peak,Pascal Michael Stiefel,"PC, PS4, Xbox One, Switch",2017,https://www.youtube.com/watch?v=Un6r1kscFLQ
524,VGM #0524,Mario + Rabbids Sparks of Hope,Paean to Palette Prime,Grant Kirkhope,Switch,2022,https://www.youtube.com/watch?v=6uljm_gJRAI
525,VGM #0525,Arknights,Stay Gold,Adam Gubman,Mobile,2020,https://www.youtube.com/watch?v=4yvBoakdoCU
526,,,,,,,
527,VGM #0527,Fez,Majesty,Disasterpeace,"Xbox 360, PC, PS4, Switch",2012,https://www.youtube.com/watch?v=IcVlUawmCkc
528,VGM #0528,Deemo,Out of Natura,Sound Souler,"Mobile, PSVita, Switch",2019,https://www.youtube.com/watch?v=1gnGmospeuQ
529,VGM #0529,Atelier Marie: The Alchemist of Salburg,Going to See a Rainbow,Daisuke Achiwa,"PS1, Saturn",1997,https://www.youtube.com/watch?v=yBCZw_PWsQo
530,VGM #0530,Undertale,Hopes And Dreams,Toby Fox,"PC, Switch, PS4, Xbox One",2015,https://www.youtube.com/watch?v=L3hUv3bKjTg
531,VGM #0531,REFLEC BEAT groovin'!!,打打打打打打打打打打 (Long Version),Hige Driver,Arcade,2014,https://www.youtube.com/watch?v=zj9iuRB3bMg
532,VGM #0532,Phoenix Wright: Ace Attorney,The Steel Samurai,Masakazu Sugimori,"GBA, DS",2001,https://www.youtube.com/watch?v=57HhKAc1Z3k
533,VGM #0533,Stick Fight: the Game,Stick It to the Man,Karl Flodin,"PC, Switch, Xbox One, PS4",2017,https://www.youtube.com/watch?v=TA042QPlxeE
534,VGM #0534,Street Fighter IV,Theme of Cammy,Syun Nishigaki,"Arcade, PS3, Xbox 360, PC",2008,https://www.youtube.com/watch?v=noo4NQA9dMM
535,VGM #0535,Rhythm Thief and the Emperor's Treasure,Throwdown with Napoleon,Tomoya Ohtani,3DS,2012,https://www.youtube.com/watch?v=A2HAL0aysoU
536,VGM #0536,Transistor,Paper Boats,Darren Korb,"PC, PS4",2014,https://www.youtube.com/watch?v=liFx5kFgXQ0
537,VGM #0537,Fire Emblem Heroes,Howling Gears,Hiroki Morishita,Mobile,2020,https://www.youtube.com/watch?v=-8Zu_QgGBnw
538,,,,,,,
539,VGM #0539,Mario Kart 7,Rock Rock Mountain,Kenta Nagata and Satomi Terui,3DS,2011,https://www.youtube.com/watch?v=dFhT53mKuqc
540,VGM #0540,Civilization VI,Brazil (The Industrial Era),Geoff Knorr and Phill Boucher,"PC, Mobile, Switch, PS4, Xbox One",2016,https://www.youtube.com/watch?v=HMI9SOjcXcc
541,VGM #0541,Rogue Legacy 2,Immortal Cain,"Gordon McGladdery (A Shell in the Pit), Judson Cowan (Tettix) and Grant Henry (Stemage)","PC, Xbox X/S, Switch, PS5",2022,https://www.youtube.com/watch?v=VFT4rWM5mdg
542,VGM #0542,Pokémon Red / Green / Blue / Yellow,Cycling,Junichi Masuda,Game Boy,1996,https://www.youtube.com/watch?v=V-96WhZpbG0
543,VGM #0543,Pokémon Trading Card Game,Normal Duel,Ichiro Shimakura,Game Boy Color,1998,https://www.youtube.com/watch?v=1MW_VwyzfuU
544,VGM #0544,Pokémon Gold / Silver / Crystal,Battle! (Champion),Junichi Masuda,Game Boy Color,1999,https://www.youtube.com/watch?v=PepBB_zffHw
545,VGM #0545,Pokémon Ruby / Sapphire / Emerald,Battle! (Team Aqua/Team Magma Leaders),Junichi Masuda,GBA,2002,https://www.youtube.com/watch?v=mzXW6oWLytc
546,VGM #0546,Pokémon Colosseum,Phenac City,Tsukasa Tawada,GameCube,2003,https://www.youtube.com/watch?v=Ka8IOXwihc4
547,VGM #0547,Pokémon FireRed / LeafGreen,Battle! (Trainer Battle),Junichi Masuda,GBA,2004,https://www.youtube.com/watch?v=eTiG4FpjPiU
548,VGM #0548,Pokémon Mystery Dungeon: Rescue Team DX,Great Canyon,"Arata Iiyoshi, Atsuhiro Ishizuna for Pokémon Mystery Dungeon: Blue Rescue Team and Pokémon Mystery Dungeon: Red Rescue Team",Switch,2020,https://www.youtube.com/watch?v=um0iRGuOVnw
549,VGM #0549,Pokémon Diamond / Pearl / Platinum,Route 210 (Day),Go Ichinose,DS,2006,https://www.youtube.com/watch?v=AwzSnnImw6c
550,VGM #0550,Pokémon Mystery Dungeon: Explorers of Time / Darkness / Sky,Dusk Forest,Keisuke Ito,DS,2007,https://www.youtube.com/watch?v=FCnoF67kVYg
551,VGM #0551,Pokémon Ranger: Shadows of Almia,Cargo Ship,"Takuto Kitsuta, Kinta Sato and Shinobu Amayake",DS,2008,https://www.youtube.com/watch?v=_I0nm_zsZp0
552,VGM #0552,Rocky Cave / Fiery Furnace / Eternal Tower,Pokémon Rumble,Miki Obata,Wii,2009,https://www.youtube.com/watch?v=uXHIrkfnrvQ
553,VGM #0553,Pokémon HeartGold / SoulSilver,Route 47,Hitomi Sato,DS,2009,https://www.youtube.com/watch?v=RhIEh7eEaD4
554,VGM #0554,Pokémon Black / White,Dragonspiral Tower,Shota Kageyama,DS,2010,https://www.youtube.com/watch?v=2ZWsRdczPoM
555,VGM #0555,Pokémon Black 2 / White 2,Battle! (Wild Pokémon),Junichi Masuda,DS,2012,https://www.youtube.com/watch?v=rhGtk2H2Yo8
556,VGM #0556,Pokémon X / Y,Laverre City,Shota Kageyama,3DS,2013,https://www.youtube.com/watch?v=Pt4DLjdkUWA
557,VGM #0557,Pokémon Omega Ruby / Alpha Sapphire,The Lament of Falling Stars,Shota Kageyama,3DS,2014,https://www.youtube.com/watch?v=_2GJmgfmmqo
558,VGM #0558,Pokémon Shuffle,Hard Stage,Tsukasa Tawada,"3DS, Mobile",2015,https://www.youtube.com/watch?v=Cj8uilWiL3E
559,VGM #0559,Pokkén Tournament,Regi Ruins,"Hiroki Hashimoto, Hiroyuki Kawada, Rio Hamamoto, Taku Inoue, Eriko Sakurai, Yoshinori Hirai, Takafumi Sato, Mitsuhiro Kitadani, Yu Sugimoto","Arcade, Wii U, Switch",2015,https://www.youtube.com/watch?v=UA3YU7KiAMY
560,VGM #0560,Pokémon Super Mystery Dungeon,Poliwrath River,"Keisuke Ito, Yasuhiro Kawagoe, Noriko Murakami",3DS,2015,https://www.youtube.com/watch?v=aQN0XukX_vg
561,VGM #0561,Pokémon Picross,Stage (Picross),Yuka Tsujiyoko,3DS,2015,https://www.youtube.com/watch?v=JV2Vnwe0uLg
562,VGM #0562,Pokémon Go,Walking (Night),Junichi Masuda,Mobile,2016,https://www.youtube.com/watch?v=ID01Hbhkd1w
563,VGM #0563,Pokémon Sun / Moon,Vast Poni Canyon,Hitomi Sato,3DS,2016,https://www.youtube.com/watch?v=5ryk6U4WRsY
564,VGM #0564,Pokémon Quest,Farside Fjord,"Teruo Taniguchi, Takahiro Eguchi, Fumihisa Tanaka, Shinji Hosoe","Switch, Mobile",2018,https://www.youtube.com/watch?v=eP0fKMrMdRo
565,VGM #0565,"Pokémon Let's Go, Pikachu / Eevee !",Final Battle! (Rival),Junichi Masuda,Switch,2018,https://www.youtube.com/watch?v=_uQKG628_PE
566,VGM #0566,Pokémon Masters,Pokémon Center,"Shota Kageyama, Haruki Yamada",Mobile,2019,https://www.youtube.com/watch?v=m_CQGva-w-Q
567,VGM #0567,Pokémon Sword / Shield,Decisive Battle! (Eternatus),Go Ichinose,Switch,2019,https://www.youtube.com/watch?v=tKDUP5k5ZA4
568,VGM #0568,Pokémon Brilliant Diamond / Shining Pearl,Route 205 (Night),Hitomi Sato,Switch,2021,https://www.youtube.com/watch?v=8SOqV5XqJRo
569,VGM #0569,Pokémon Legends: Arceus,Ancient Retreat,Hitomi Sato,Switch,2022,https://www.youtube.com/watch?v=LUEHiq-5PJA
570,VGM #0570,Pokémon Scarlet / Violet,Cascarrafa,Hitomi Sato,Switch,2022,https://www.youtube.com/watch?v=9fyrtj8g2Zw
571,VGM #0571,Pokémon Scarlet / Violet: The Indigo Disk - Battle! (Terapagos,Stellar),"Rei Murayama, Toby Fox and Go Ichinose",Switch,2023,https://www.youtube.com/watch?v=LPkwn3oHqoY
572,VGM #0572,Super Smash Bros. Melee,Menu 1,Hirokazu Ando,GameCube,2001,https://www.youtube.com/watch?v=oRuPaFZYmNk
573,VGM #0573,Atelier Ayesha,Yesterday's Enemy is Today's Ingredient,Kazuki Yanagawa,"PS3, PS Vita",2012,https://www.youtube.com/watch?v=5vUjw_LO3No
574,VGM #0574,World of Warcraft: Mists of Pandaria,Way of the Monk,Neal Acree,PC,2012,https://www.youtube.com/watch?v=gfUd5NTm_WQ
575,VGM #0575,Mario Kart 8,Dolphin Shoals,Atsuko Asahi,"Wii U, Switch",2014,https://www.youtube.com/watch?v=ScMsYvY0dNo
576,,,,,,,
577,VGM #0577,ARMS,Buster Beach,"Atsuko Asahi, Yasuaki Iwata",Switch,2017,https://www.youtube.com/watch?v=ozW3KRPwDFY
578,VGM #0578,Etrian Odyssey III: The Drowned City - Tumult,Crest of a Violent Wave,Yuzo Koshiro,DS,2010,https://www.youtube.com/watch?v=fXouME6-TIo
579,VGM #0579,Super Mario Galaxy 2,Starshine Beach Galaxy,Mahito Yokota,Wii,2010,https://www.youtube.com/watch?v=Uy6j4M4nrVM
580,VGM #0580,Potion Craft,Alchemist's Tale,Pavel Lipski,"PC, Xbox X/S, Switch, PS4",2022,https://www.youtube.com/watch?v=MaXwCpKtAOs
581,VGM #0581,Fire Emblem Engage,Trial of the Genealogy (Free Us),Yuka Tsujiyoko,Switch,2023,https://www.youtube.com/watch?v=3JZlXMHY7TE
582,VGM #0582,Professor Layton and the Curious Village,Puzzles,Tomohito Nishiura,Nintendo DS,2007,https://www.youtube.com/watch?v=W-qeKchtv2k
583,VGM #0583,Guacamelee!,Boss Theme,Rom di Prisco,"PC, PS3, PSVita, PS4, Xbox One, Switch",2013,https://www.youtube.com/watch?v=7-viXV3hIdE
584,VGM #0584,Bayonetta 3,Queen Magick,Masahiro Aoki,Switch,2022,https://www.youtube.com/watch?v=b2MT_9Q91Dg
585,VGM #0585,Crypt of the NecroDancer,A Hot Mess (3-3 Hot),Danny Baranowsky,PC,2015,https://www.youtube.com/watch?v=mmMifqHQUmQ
586,VGM #0586,The Legend of Zelda: Skyward Sword,Earth Temple,Hajime Wakai,Wii,2011,https://www.youtube.com/watch?v=gzdfKddHJA0
587,VGM #0587,Dungeons of Aether,Scorching Path ~ Area 4,RESOFORCE (flashygoodness and Longinian),"PC, Switch, Mobile",2023,https://www.youtube.com/watch?v=dqlHPQ3BHiY
588,VGM #0588,Orcs Must Die! 2,Womantastic,Chris Rickwood,PC,2012,https://www.youtube.com/watch?v=3ZgimIiF8Vg
589,VGM #0589,Mother 3,Porky's Porkies,Shogo Sakai,GBA,2006,https://www.youtube.com/watch?v=0EBc1bWbGgE
590,VGM #0590,Gran Turismo 2,Blue Line [instrumental],Masahiro Andoh,PS1,1999,https://www.youtube.com/watch?v=ni8tV0ALo_U
591,VGM #0591,CrossCode,Shizuka,Deniz Akbulut,"PC, Switch, PS4, Xbox One",2018,https://www.youtube.com/watch?v=zgGYm9BJa6s
592,VGM #0592,The Witcher 3: Wild Hunt,Silver For Monsters...,Marcin Przybyłowicz and Percival Schuttenbach,"PS4, PC, Xbox One",2015,https://www.youtube.com/watch?v=qXDSbr6T1Lw
593,VGM #0593,Xenoblade Chronicles 2 - Mor Ardain,Roaming the Wastes -,Kenji Hiramatsu,Switch,2017,https://www.youtube.com/watch?v=dBUKT5k0WP8
594,VGM #0594,Trine 3: The Artifacts of Power,The Redwood Forest,Ari Pulkkinen,"PC, PS4, Switch",2015,https://www.youtube.com/watch?v=2I3S87pAMF0
595,VGM #0595,Chicory: A Colorful Tale,Supper Woods,Lena Raine,"PC, PS4, PS5, Switch",2021,https://www.youtube.com/watch?v=xxmohBYMwho
596,VGM #0596,New Pokémon Snap,Elsewhere Forest ~ Illumina Spot,Hiroki Hashimoto,Switch,2021,https://www.youtube.com/watch?v=s3U7STel7LE
597,VGM #0597,Shovel Knight: Plague of Shadows,Le Bouquet Magique,Jake Kaufman,"PC, Wii U, Switch, PS4, Xbox One",2015,https://www.youtube.com/watch?v=1IjppDqduNs
598,VGM #0598,Furi,My Only Chance,The Toxic Avenger,"PC, PS4, Xbox One",2016,https://www.youtube.com/watch?v=jAma4UmWFoQ
599,VGM #0599,Ōkami,"Reset ~ (""Thank You"" Version)",Hiroshi Yamaguchi,"PS2, Wii",2006,https://www.youtube.com/watch?v=OPvhr79ZzpA
600,,,,,,,
601,VGM #0601,The Legend of Zelda: Breath of the Wild,Main Theme,Manaka Kataoka,"Wii U, Switch",2017,https://www.youtube.com/watch?v=f_Dhn6dkL-I
602,VGM #0602,Ori and the Blind Forest,First Steps Into Sunken Glades,Gareth Coker,"PC, Xbox One",2015,https://www.youtube.com/watch?v=OQkrd0084jE
603,VGM #0603,Kid Icarus: Uprising,Reset Bomb Depot (Interior),Yuzo Koshiro,3DS,2012,https://www.youtube.com/watch?v=LNpVAvJIVII
604,VGM #0604,Temtem,Meadowdale,Damian Sanchez,"PC, Switch, PS5, Xbox S/X",2022,https://www.youtube.com/watch?v=QJfHkqkiKE4
605,VGM #0605,Cuphead: The Delicious Last Course,King of Games' Castle (Rococo),Kristofer Maddigan,"PC, Xbox One, Switch, PS4",2022,https://www.youtube.com/watch?v=Pu25VYdFKD4
606,,,,,,,
607,VGM #0607,Touch My Katamari,Katamari on the Funk (Takeshi Nakatsuka edit),Takeshi Nakatsuka,PS Vita,2011,https://www.youtube.com/watch?v=y6giJt8_oM8
608,VGM #0608,Fire Emblem Warriors: Three Hopes,Profound Ties that Bind,"Yosuke Kinoshita, Hiromu Akaba, Asami Mitake, Ayako Toyoda and Yuki Matsumura",Switch,2022,https://www.youtube.com/watch?v=2bUvhyK7GTs
609,VGM #0609,Super Mario Galaxy,Deep Dark Galaxy,Mahito Yokota,Wii,2007,https://www.youtube.com/watch?v=qxMNChlMmhE
610,VGM #0610,Alone in the Dark,Alone in the Dark,Philippe Vachey,"MS-DOS, PC-98",1992,https://www.youtube.com/watch?v=2aJMP_71K8Q
611,VGM #0611,OMORI,OMORI,Pedro Silva,PC,2020,https://www.youtube.com/watch?v=nKVJO2f1gk8
612,,,,,,,
613,VGM #0613,Hearthstone: Titans,Ulduar Interior,Peter McConnell,"PC, Mobile",2023,https://www.youtube.com/watch?v=ixNk8Yd8XzA
614,VGM #0614,Super Smash Bros. Ultimate,Cross Your Heart,Takeshi Kuramochi,,,https://www.youtube.com/watch?v=XuoKaqvd06o
615,VGM #0615,Arknights,Boiling Blood,Jason Walsh,Mobile,2019,https://www.youtube.com/watch?v=vgdIi-KDWu4
616,VGM #0616,Hotline Miami 2: Wrong Number,In The Face Of Evil,Magic Sword,"PC, PS3, PS4, PS Vita, Mobile",2015,https://www.youtube.com/watch?v=ZyIIx5Vsnpk
617,VGM #0617,Zelda II: The Adventure of Link,Dungeon Theme,Akito Nakatsuka,NES,1987,https://www.youtube.com/watch?v=UQovMhDOj20
618,VGM #0618,Neon White,The World to Come,Machine Girl,"PC, Switch",2022,https://www.youtube.com/watch?v=1sAvJBiwvDw
619,VGM #0619,Paper Mario: The Origami King,Shogun Studios,"Yoshito Sekigawa, Shoh Murakami, Yoshiaki Kimura, Hiroki Morishita & Fumihiro Isobe",Switch,2020,https://www.youtube.com/watch?v=xpOUPdOR1RY
620,VGM #0620,Persona 5,Last Surprise,Shoji Meguro,"PS3, PS4, Switch, PS5, PC, XB1, XSX",2016,https://www.youtube.com/watch?v=Yv3NVvlLgIM
621,VGM #0621,Pixelmon,Midnight,Chris Geddes,PC,2016,https://www.youtube.com/watch?v=j9zrXONpOR0
622,VGM #0622,River City Girls 2,Primo,Megan McDuffee,,,https://www.youtube.com/watch?v=-dnCjEFOMKs
623,VGM #0623,League of Legends,Kinetic,The Crystal Method and Dada Life,PC,2015,https://www.youtube.com/watch?v=Z7CgHIVa-hg
624,VGM #0624,Hollow Knight,Soul Sanctum,Christopher Larkin,"PC, Switch, PS4, Xbox One",2017,https://www.youtube.com/watch?v=16T_CfbZmFI
625,VGM #0625,The Messenger,Harnessing the Wind (Howling Grotto),Rainbowdragoneyes,"PC, Switch",2018,https://www.youtube.com/watch?v=Z2T5fYW4id8
626,,,,,,,
627,VGM #0627,WarioWare: Get It Together!,Penny’s Song (Spanish Version),"Takeru Kanazaki, Yoshito Sekigawa, Shoh Murakami, Daichi Ishihara, Shingo Kataoka, Kanji Hirao, Genki Namura",Switch,2021,https://www.youtube.com/watch?v=h_8jfe3SMyk
628,VGM #0628,Immortals Fenyx Rising,Grove of Kleos,Gareth Coker,"PC, Switch, PS4, PS5, Xbox One, Xbox X/S",2020,https://www.youtube.com/watch?v=UrncGl7O3nA
629,VGM #0629,Super Smash Bros. Brawl,Butter Building,Hirokazu Ando,Wii,2008,https://www.youtube.com/watch?v=1aLKsfwGdnY
630,VGM #0630,Super Mario 3D World,Snowball Park,"Mahito Yokota, Toru Minegishi, Yasuaki Iwata, Koji Kondo","Wii U, Switch",2013,https://www.youtube.com/watch?v=VxGgPETqOSE
631,VGM #0631,Cadence of Hyrule,Frozen Grotto (Combat),Danny Baranowsky,Switch,2019,https://www.youtube.com/watch?v=NIHNqrrHfSs
632,VGM #0632,Donkey Kong Country: Tropical Freeze,Seashore War,David Wise,"Wii U, Switch",2014,https://www.youtube.com/watch?v=GOSuHOcYIfo
633,VGM #0633,Rogue Legacy 2,A Land of Rebels,Judson Cowan (Tettix),"PC, Xbox X/S, Switch, PS5",2022,https://www.youtube.com/watch?v=bVrf5IdDpcs
634,VGM #0634,Kirby and the Forgotten Land,Northeast Frost Street,Yuuta Ogasawara,Switch,2022,https://www.youtube.com/watch?v=lATEibnxdA0
635,VGM #0635,Pokémon Ruby / Sapphire / Emerald,Route 120,Go Ichinose and Morikazu Aoki,GBA,2002,https://www.youtube.com/watch?v=9hDbRUHSrP0
636,VGM #0636,It Takes Two,Dance Maker,Kristofer Eng and Gustaf Grefberg,"PC, PS4, PS5, Xbox One, Xbox S/X, Switch",2021,https://www.youtube.com/watch?v=icSg4qSnBqs
637,VGM #0637,Super Mario Bros. Wonder,Wonder Flower: Ninji Disco,"Koji Kondo, Shiho Fujii, Sayako Doi, Chisaki Shimazu",Switch,2023,https://www.youtube.com/watch?v=5IEv0fpP0-0
638,VGM #0638,Hearthstone: One Night in Karazhan,Medivh's 5th Boogie,Peter McConnell,"PC, Mobile",2016,https://www.youtube.com/watch?v=WBfhYA5hCZs
639,VGM #0639,Deltarune,BIG SHOT,Toby Fox,"PC, Switch, PS4",2021,https://www.youtube.com/watch?v=rMmnQqG8p1E
640,,,,,,,
641,,,,,,,
642,VGM #0642,TrackMania² Canyon,Canyon Track 4,Doo,PC,2011,https://www.youtube.com/watch?v=dwcxLRLjtYM
643,VGM #0643,Mad Rat Dead,Bowing Steps,Yoh Ohyama,"Switch, PS4",2021,https://www.youtube.com/watch?v=3ofs0-l-1-c
644,VGM #0644,The Binding of Isaac: Rebirth,Acceptance (You Died),Ridiculon,"PC, Switch, PS5",2014,https://www.youtube.com/watch?v=5aCetAX0PzQ
645,VGM #0645,Pocky & Rocky: Reshrined,The Forbidden Castle (Stage 7),Hiroyuki Iwatsuki,"Switch, PS4",2022,https://www.youtube.com/watch?v=-ep2cIsgZuY
646,VGM #0646,Super Mario 64,Bob-Omb Battlefield,Koji Kondo,N64,1996,https://www.youtube.com/watch?v=a_K6WRHS7Cg
647,VGM #0647,Magicka,Idle Browsing,Johan Lindgren,PC,2011,https://www.youtube.com/watch?v=M1yFmIhlbTI
648,VGM #0648,Monster Sanctuary,Alchemist Battle,Steven Melin,"Switch, PC, PS4, Xbox One",2020,https://www.youtube.com/watch?v=rqakU9FoBB0
649,VGM #0649,13 Sentinels: Aegis Rim,-(HISTIDINE)-,Yukinori Kikuchi,"PS4, Switch",2019,https://www.youtube.com/watch?v=hRMmseoQwQ0
650,VGM #0650,Atelier Shallie: Alchemists of the Dusk Sea,Octopunch,Kazuki Yanagawa,"PS3, PS Vita",2014,https://www.youtube.com/watch?v=vkczqX5far8
651,VGM #0651,Age of Mythology,Chocolate Outline,Stephen Rippy and Kevin McMullan,PC,2002,https://www.youtube.com/watch?v=Pn0wZukQEZo
652,VGM #0652,Into the Breach,Rusting Hulks,Ben Prunty,"PC, Switch",2018,https://www.youtube.com/watch?v=N1dr9M9u804
653,VGM #0653,Pokémon Scarlet / Violet: The Teal Mask,Kitakami,Minako Adachi,Switch,2023,https://www.youtube.com/watch?v=oXOJLnJzfhw
654,,,,,,,
655,VGM #0655,Unpacking,Infatuation,Jeff van Dyck,"PC, Switch, Xbox One, PS4, PS5, Mobile",2021,https://www.youtube.com/watch?v=L45RtFaJ6UY
656,VGM #0656,KartRider: Drift,Another Tomorrow,Kim Gahae,"PC, Mobile, PS4, Xbox One",2023,https://www.youtube.com/watch?v=QQw911dRX28
657,VGM #0657,Little Town Hero,Rising Waves,Toby Fox,"Switch, PS4, Xbox One, PC",2019,https://www.youtube.com/watch?v=ThOhtxS_2t0
658,VGM #0658,Genshin Impact,Liyue,Yu-Peng Chen,"PC, Mobile, PS4, PS5",2020,https://www.youtube.com/watch?v=p5HeNlXpyms
659,VGM #0659,Trine 2,Petrified Tree,Ari Pulkkinen,"PC, PS3, Xbox 360, Wii U",2011,https://www.youtube.com/watch?v=ZKi8fMs9_Dk
660,VGM #0660,Snakebird,Up Above,Carl Karjalainen,"Mobile, PC",2015,https://www.youtube.com/watch?v=vslFC7cCws4